Measurement Name :,20191029-RUN1_31,,Generated On :,"29/10/2019, 18:01:04",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
29.10.19 17:29:22,"25,43",168.09,193.21,154.62,199.38,181.89,185.73,191.54,179.97,160.13,179.43,154.88,203.06,183.26,165.16,176.17,203.34,184.08,176.98,196.57,191.54,192.38,183.26,188.77,192.94,,31,965,34,30.43,
29.10.19 17:29:37,"25,68",167.83,192.38,154.09,199.1,181.34,185.18,190.99,180.25,159.86,179.97,154.62,202.21,182.16,165.43,175.62,202.49,182.98,176.71,196.29,190.99,191.82,183.53,188.77,193.21,,31,965,34,30.46,
29.10.19 17:29:52,"25,93",167.83,192.94,154.09,198.82,181.34,185.45,191.26,180.25,160.66,179.43,154.36,203.06,182.16,165.43,176.17,203.06,183.53,176.44,196.57,190.99,192.1,183.26,188.77,193.49,,31,965,34,30.46,
29.10.19 17:30:08,"26,2",167.29,193.21,154.62,199.67,181.34,185.45,192.1,180.25,160.66,179.43,153.83,203.91,182.43,165.16,176.44,203.63,183.53,176.17,196.57,190.99,191.82,183.26,189.32,193.49,,31,965,34,30.47,
29.10.19 17:30:23,"26,45",166.49,192.66,153.31,199.1,180.25,184.63,191.54,179.7,160.13,179.43,153.83,203.34,182.43,165.43,176.17,203.06,183.53,175.9,196.29,191.54,191.26,183.26,189.04,194.05,,31,965,34,30.49,
29.10.19 17:30:38,"26,7",166.76,192.94,153.05,198.82,180.79,185.18,192.1,179.43,160.39,178.34,153.31,203.34,181.61,165.43,175.9,203.06,183.26,176.17,196.29,191.26,192.38,182.71,189.04,193.49,,31,965,34,30.5,
29.10.19 17:30:53,"26,95",165.16,192.1,152.53,198.54,179.43,184.08,190.71,178.88,159.86,177.79,152.53,202.78,181.61,164.89,174.54,203.06,182.71,175.35,196.01,191.54,190.99,182.98,188.21,193.21,,31,965,34,30.51,
29.10.19 17:31:09,"27,22",165.69,192.1,152.27,198.54,179.97,184.35,191.26,178.61,160.13,177.52,152.79,203.34,181.34,165.69,175.35,203.91,182.71,175.08,196.01,190.99,191.82,182.71,188.21,193.21,,31,965,34,30.51,
29.10.19 17:31:24,"27,47",165.96,192.94,152.01,199.67,179.16,184.35,191.26,179.7,160.66,177.79,152.53,203.63,181.07,165.43,174.54,204.2,182.16,175.62,196.85,191.26,190.99,183.26,188.77,193.77,,31,965,34,30.54,
29.10.19 17:31:39,"27,72",165.16,191.82,151.75,199.38,179.43,184.35,191.26,178.61,160.66,177.25,152.01,203.06,180.52,165.16,174.27,203.91,182.16,175.35,196.57,191.54,190.99,182.71,187.94,193.21,,31,965,34,30.54,
29.10.19 17:31:54,"27,97",165.16,192.38,151.49,199.67,179.16,184.08,192.1,178.88,160.66,177.25,152.01,203.34,181.07,165.43,174.54,203.91,181.89,175.08,196.85,191.82,191.54,182.71,188.49,193.77,,31,965,34,30.57,
29.10.19 17:32:09,"28,22",165.16,191.54,150.97,199.1,178.88,184.08,191.82,178.07,160.39,177.25,151.23,203.34,180.79,164.89,174.54,203.63,181.07,174.54,196.85,191.82,191.26,182.71,188.21,193.77,,31,965,34,30.58,
29.10.19 17:32:25,"28,48",164.89,191.54,150.45,199.67,178.34,184.08,191.26,178.61,160.39,176.17,150.97,203.06,180.79,164.89,173.46,203.63,181.07,174,196.85,191.82,192.1,182.71,187.94,193.49,,31,965,34,30.58,
29.10.19 17:32:40,"28,73",164.36,191.26,150.19,199.1,178.34,183.53,190.99,177.79,160.39,176.17,150.45,203.34,180.52,165.69,172.92,204.2,180.79,173.19,196.29,191.82,191.54,182.71,187.94,194.05,,31,965,34,30.6,
29.10.19 17:32:55,"28,98",164.1,192.1,150.45,198.82,177.25,183.8,191.26,177.52,160.92,175.9,150.19,203.34,180.25,165.43,172.65,203.91,180.52,172.92,196.01,191.82,191.26,183.53,187.66,194.05,,31,965,34,30.61,
29.10.19 17:33:10,"29,23",163.83,191.26,149.42,199.1,176.98,183.53,191.54,177.52,160.39,175.35,149.42,203.34,179.7,165.43,171.85,203.91,180.79,171.85,195.17,191.54,191.54,182.43,187.94,194.05,,31,965,34,30.63,
29.10.19 17:33:26,"29,5",164.36,191.54,149.42,199.1,176.98,184.35,191.54,177.79,160.39,175.35,148.9,203.34,179.97,165.69,171.31,204.2,180.52,171.04,195.17,192.1,191.26,183.26,187.94,194.33,,31,965,34,30.64,
29.10.19 17:33:41,"29,75",164.1,191.54,149.42,199.38,176.44,183.26,190.71,176.98,160.92,175.35,148.12,204.2,179.16,165.16,170.5,204.2,181.07,169.97,195.17,192.66,191.26,182.98,188.21,194.61,,31,965,34,30.65,
29.10.19 17:33:56,"30,0",163.83,190.71,148.38,199.38,175.9,182.98,190.99,177.52,160.66,175.08,147.61,203.91,179.43,164.36,171.04,203.63,180.25,169.16,195.17,192.1,191.82,183.26,187.66,194.61,,31,965,34,30.66,
29.10.19 17:34:11,"30,25",162.77,190.99,148.12,199.1,176.44,182.98,191.26,176.71,160.66,174,146.83,203.34,179.16,163.83,170.77,204.2,179.97,168.63,195.17,191.82,191.54,182.98,187.11,193.77,,31,965,34,30.68,
29.10.19 17:34:27,"30,52",163.04,190.99,147.87,198.54,175.35,183.26,191.54,176.71,160.13,174.27,146.83,203.91,178.34,163.57,169.97,204.2,180.25,168.09,195.17,192.66,191.54,182.43,187.11,194.61,,31,965,34,30.68,
29.10.19 17:34:42,"30,77",162.24,190.71,147.87,199.1,175.62,182.98,190.99,176.44,160.66,174.27,146.06,203.91,178.88,163.04,169.7,204.48,180.52,168.36,195.45,192.1,192.1,182.98,187.38,194.33,,31,965,34,30.69,
29.10.19 17:34:57,"31,02",161.71,190.15,146.83,199.1,175.08,182.71,191.26,175.9,160.13,173.73,145.29,203.34,178.61,162.51,168.63,203.91,179.7,167.83,194.89,192.1,190.71,182.16,187.11,194.61,,31,965,34,30.72,
29.10.19 17:35:12,"31,27",161.45,189.88,147.35,198.82,175.62,182.71,191.54,175.9,160.92,173.73,145.29,203.63,178.34,162.24,168.63,204.76,180.25,168.09,195.73,192.94,191.26,182.98,187.11,194.61,,31,965,34,30.72,
29.10.19 17:35:28,"31,53",160.39,189.88,146.58,199.1,175.08,182.43,191.26,175.08,160.66,173.19,144.78,203.91,178.07,161.71,167.83,204.76,179.97,167.29,195.17,192.94,190.71,182.16,186.28,194.61,,31,965,34,30.74,
29.10.19 17:35:43,"31,78",160.39,190.15,146.58,199.1,174.54,182.71,190.71,174.81,160.66,173.19,144.78,203.91,178.07,161.45,168.09,204.76,179.16,167.83,195.17,192.94,190.99,182.16,187.38,195.17,,31,965,34,30.76,
29.10.19 17:35:58,"32,03",160.13,189.88,146.06,199.38,174,182.16,190.43,175.08,160.92,172.92,143.49,203.63,178.34,160.66,167.83,203.91,178.61,167.29,195.45,192.66,190.71,183.26,186.83,194.61,,31,965,34,30.76,
29.10.19 17:36:13,"32,28",159.86,190.43,146.32,199.67,174.81,182.98,190.71,174.81,160.66,172.92,144.01,204.48,178.34,160.39,167.83,205.05,178.88,167.56,195.45,193.77,190.43,182.98,187.38,194.89,,31,965,34,30.79,
29.10.19 17:36:29,"32,55",159.86,189.88,146.06,199.1,174.27,182.43,190.99,174,160.66,171.58,143.49,204.2,177.52,160.66,167.29,204.76,178.07,167.29,195.73,193.21,191.26,182.98,186.56,194.61,,31,965,34,30.79,
29.10.19 17:36:44,"32,8",159.34,189.04,145.55,198.54,173.19,181.89,190.99,174,160.39,171.31,142.73,203.06,177.25,159.6,166.76,204.76,177.79,167.02,195.45,192.66,190.15,182.71,186.56,194.61,,31,965,34,30.79,
29.10.19 17:36:59,"33,05",158.81,189.04,145.55,198.54,173.46,181.34,190.43,174.27,160.66,171.31,142.21,203.63,176.98,159.6,167.02,204.76,177.52,167.02,195.17,193.21,190.43,182.43,186.83,195.17,,31,965,34,30.82,
29.10.19 17:37:14,"33,3",158.29,188.49,145.29,198.54,173.19,181.61,190.71,173.73,160.13,170.77,141.7,203.34,177.25,158.81,165.43,204.2,176.98,166.76,194.89,193.21,190.15,181.89,186,194.61,,31,965,34,30.82,
29.10.19 17:37:30,"33,57",158.29,188.77,144.52,199.1,172.12,181.07,189.88,173.73,160.39,170.77,141.96,203.34,176.98,158.55,165.69,204.76,176.71,166.76,194.05,192.94,190.15,182.16,186.28,194.61,,31,965,34,30.83,
29.10.19 17:37:45,"33,82",157.76,187.94,144.26,199.1,172.65,180.79,189.88,172.38,159.86,169.7,140.94,203.34,175.9,158.02,165.43,204.76,176.44,166.22,194.05,192.94,189.6,181.89,186,195.17,,31,965,34,30.85,
29.10.19 17:38:00,"34,07",158.02,188.77,144.26,198.54,171.85,181.07,190.43,173.19,160.66,170.23,140.94,203.63,175.9,157.76,165.16,205.33,176.44,167.02,194.89,193.49,190.71,181.89,186.83,194.61,,31,965,34,30.86,
29.10.19 17:38:15,"34,32",157.76,188.77,144.78,199.38,172.12,181.61,190.99,173.19,160.39,169.7,140.68,204.2,175.9,157.76,164.63,204.76,176.98,167.02,194.89,193.77,190.71,182.43,186.83,195.17,,31,965,34,30.88,
29.10.19 17:38:31,"34,58",157.23,188.21,144.26,198.82,171.58,180.79,190.43,172.65,160.13,169.43,139.66,203.34,175.62,157.23,164.63,205.05,175.9,166.76,194.89,193.77,190.99,181.61,186.28,195.73,,31,965,34,30.88,
29.10.19 17:38:46,"34,83",157.5,187.66,144.01,199.38,171.58,180.79,190.43,172.38,159.86,168.89,139.41,203.34,175.35,157.5,163.83,205.33,175.9,166.22,194.89,193.77,190.99,181.61,186.28,196.01,,31,965,34,30.9,
29.10.19 17:39:01,"35,08",156.71,187.38,143.49,198.82,170.77,179.97,190.15,171.04,159.86,168.09,138.9,203.63,175.08,157.5,163.57,204.76,175.08,166.49,194.61,194.05,190.71,181.89,185.45,195.45,,31,965,34,30.9,
29.10.19 17:39:16,"35,33",155.92,186.56,142.73,198.26,170.77,180.25,189.6,170.23,160.13,167.83,138.14,203.63,174.81,156.97,163.3,204.2,174.81,165.96,194.61,193.49,190.15,181.07,185.45,194.89,,31,965,34,30.91,
29.10.19 17:39:32,"35,6",156.45,186.56,142.73,198.82,171.31,179.97,189.88,170.5,160.13,168.09,138.14,203.91,174.54,157.5,164.1,205.33,175.08,165.96,194.61,194.05,190.71,181.07,185.18,195.73,,31,965,34,30.93,
29.10.19 17:39:47,"35,85",156.19,186.83,142.73,199.1,170.5,179.97,190.43,170.5,159.86,167.83,138.14,204.48,174.54,157.5,163.3,205.33,175.08,166.49,194.33,194.33,190.43,181.61,185.73,195.73,,31,965,34,30.94,
29.10.19 17:40:02,"36,1",155.92,185.45,142.73,199.38,170.5,179.7,189.32,170.23,159.34,167.56,137.88,203.63,174,156.71,163.3,205.05,174.54,166.22,194.33,193.77,190.15,181.07,185.45,195.45,,31,965,34,30.96,
29.10.19 17:40:17,"36,35",155.66,185.73,142.47,198.54,169.97,179.7,189.88,169.7,159.34,167.29,136.87,203.91,173.73,156.45,163.3,205.33,175.08,165.69,194.61,194.33,190.15,181.34,185.45,195.73,,31,965,34,30.97,
29.10.19 17:40:33,"36,62",155.14,185.18,141.96,198.82,168.89,179.16,189.04,168.89,158.55,167.02,136.11,203.06,173.46,155.92,161.98,205.05,174.54,165.16,194.05,193.77,189.6,179.97,184.63,195.17,,31,965,34,30.97,
29.10.19 17:40:48,"36,87",154.88,184.63,141.7,199.1,169.43,179.16,189.32,169.16,158.02,165.96,136.62,203.06,173.19,155.92,162.51,205.05,174.54,165.43,194.05,193.49,189.32,180.25,184.9,195.73,,31,965,34,31,
29.10.19 17:41:03,"37,12",154.62,184.63,141.45,197.98,169.43,179.16,189.04,168.89,157.5,165.96,135.6,203.91,172.92,156.19,162.24,205.33,174.27,165.16,193.49,193.77,189.32,179.7,184.63,195.73,,31,965,34,31,
29.10.19 17:41:18,"37,37",154.36,185.18,141.96,198.54,169.43,179.16,190.15,168.89,158.02,165.96,135.35,203.91,173.46,155.92,161.45,205.33,174.27,165.16,194.05,194.05,190.15,180.25,184.63,196.01,,31,965,34,31.03,
29.10.19 17:41:34,"37,63",154.62,184.63,141.96,198.54,168.63,179.16,189.6,169.16,157.76,165.43,134.85,204.2,173.46,155.14,162.24,205.33,174.27,165.43,193.77,194.61,189.88,179.7,184.9,196.01,,31,965,34,31.03,
29.10.19 17:41:49,"37,88",154.09,183.8,140.43,197.69,168.09,178.34,189.04,168.09,156.97,164.89,134.09,203.63,172.38,154.62,161.18,205.05,173.46,165.16,193.49,193.77,189.32,179.43,183.8,195.45,,31,965,34,31.04,
29.10.19 17:42:04,"38,13",154.09,184.08,140.94,198.82,168.63,178.88,189.88,168.89,157.23,164.63,133.84,204.2,172.65,154.62,161.98,205.05,174.27,165.43,193.49,194.61,189.04,179.7,184.63,196.29,,31,965,34,31.04,
29.10.19 17:42:19,"38,38",153.83,183.8,140.43,198.26,168.09,178.61,189.32,168.36,155.92,164.63,133.08,203.34,172.38,154.09,161.98,205.33,173.73,164.63,193.21,193.77,188.77,178.88,183.8,196.57,,31,965,34,31.05,
29.10.19 17:42:34,"38,63",153.57,183.26,139.66,198.26,167.02,178.34,189.04,167.83,155.92,164.1,132.33,202.78,171.58,153.31,160.92,204.76,173.73,164.36,193.49,194.33,188.49,179.16,183.8,195.45,,31,965,34,31.07,
29.10.19 17:42:50,"38,9",153.31,183.26,139.66,198.26,167.29,177.79,189.32,168.09,155.66,163.83,132.08,203.91,171.85,153.31,161.98,205.33,174.27,164.36,193.49,194.89,188.77,179.43,183.8,196.29,,31,965,34,31.08,
29.10.19 17:43:05,"39,15",153.57,183.26,139.66,198.26,167.02,178.34,189.04,167.83,155.14,164.1,131.83,203.63,171.58,152.79,161.71,204.76,173.73,164.36,193.49,194.61,188.21,179.43,184.08,196.01,,31,965,34,31.08,
29.10.19 17:43:20,"39,4",153.31,182.98,139.41,197.69,166.49,178.07,189.04,168.36,155.14,163.83,131.07,204.2,171.58,153.05,161.18,205.62,173.46,164.89,193.21,194.33,189.04,178.88,182.98,196.57,,31,965,34,31.1,
29.10.19 17:43:36,"39,67",153.05,182.43,139.41,197.98,166.76,177.52,189.6,167.83,155.14,163.3,131.07,203.91,171.85,152.01,161.98,205.33,173.46,164.63,194.05,195.45,188.21,178.88,183.26,196.57,,31,965,34,31.1,
29.10.19 17:43:51,"39,92",153.05,182.16,138.14,197.69,165.96,177.79,189.04,167.56,154.36,162.77,130.57,203.34,171.58,151.75,161.18,205.33,173.19,164.36,193.77,194.61,189.04,178.88,183.53,196.29,,31,965,34,31.1,
29.10.19 17:44:06,"40,17",152.53,181.61,137.38,196.85,165.43,176.98,189.04,167.29,153.05,162.24,129.57,203.34,171.04,150.71,161.18,204.76,172.92,164.1,193.49,194.05,187.94,178.07,183.26,196.01,,31,965,34,31.11,
29.10.19 17:44:21,"40,42",152.27,182.16,137.12,196.85,165.43,177.25,189.32,167.29,153.57,162.77,130.07,203.34,170.5,150.97,161.18,205.9,173.19,164.1,193.77,194.61,189.32,178.07,182.71,196.57,,31,965,34,31.11,
29.10.19 17:44:37,"40,68",151.75,181.61,136.87,196.01,164.89,177.25,189.04,167.02,153.31,161.98,129.07,203.34,170.77,150.19,160.66,205.62,172.65,163.83,193.49,194.33,189.32,178.34,182.71,196.57,,31,965,34,31.11,
29.10.19 17:44:52,"40,93",151.49,181.34,136.36,196.29,165.16,176.71,188.77,167.29,152.79,161.45,128.57,203.34,170.5,150.19,160.13,205.62,172.38,163.57,193.49,194.33,189.32,178.07,182.43,196.29,,31,965,34,31.11,
29.10.19 17:45:07,"41,18",151.49,181.34,136.87,196.01,165.16,176.44,188.77,167.29,153.05,161.71,128.82,203.34,169.7,149.68,160.92,205.33,172.38,163.3,194.05,195.17,189.6,178.61,182.71,196.29,,31,965,34,31.11,
29.10.19 17:45:23,"41,45",150.71,180.79,135.6,196.01,163.83,176.44,187.94,166.49,152.53,161.45,128.07,203.34,169.16,149.42,160.13,205.33,171.85,163.04,193.77,194.89,189.32,178.07,182.43,196.57,,31,965,34,31.13,
29.10.19 17:45:38,"41,7",150.19,180.79,135.35,195.73,163.3,175.62,187.66,166.76,152.27,160.92,127.57,203.63,168.63,148.64,159.07,205.33,171.58,163.04,193.21,194.89,189.32,176.98,181.89,195.73,,31,965,34,31.14,
29.10.19 17:45:53,"41,95",150.45,180.52,135.35,195.73,163.3,175.35,188.49,166.76,151.49,160.66,126.82,203.63,168.63,148.9,158.55,205.62,171.04,163.04,194.05,194.33,189.32,177.79,182.43,196.29,,31,965,34,31.14,
29.10.19 17:46:08,"42,2",150.19,180.25,135.1,195.73,163.04,175.08,188.21,165.96,151.49,160.39,126.33,203.63,168.09,148.38,159.07,205.62,170.77,163.04,193.77,195.45,189.04,178.07,182.16,196.85,,31,965,34,31.15,
29.10.19 17:46:24,"42,47",150.19,179.7,134.59,194.89,162.24,174.54,188.21,165.69,151.23,160.13,126.33,203.06,166.76,147.87,159.07,205.9,170.77,163.04,193.21,194.89,189.6,177.79,181.89,196.57,,31,965,34,31.15,
29.10.19 17:46:39,"42,72",149.93,179.7,134.59,195.45,162.77,174.54,187.66,165.96,150.45,159.34,125.58,203.34,166.76,147.61,158.55,205.33,171.04,162.51,193.49,195.17,189.04,177.25,182.16,196.29,,31,965,34,31.15,
29.10.19 17:46:54,"42,97",149.42,179.16,133.59,195.45,160.92,173.73,188.21,165.96,150.97,158.81,125.08,203.06,166.22,147.09,158.55,205.05,169.7,161.98,192.94,194.33,189.32,177.52,181.34,196.01,,31,965,34,31.16,
29.10.19 17:47:09,"43,22",148.9,178.88,133.08,195.17,160.92,173.46,187.66,165.69,150.19,159.07,124.59,202.78,165.96,147.35,157.5,205.33,169.97,161.71,193.49,194.89,189.6,177.25,181.34,196.29,,31,965,34,31.18,
29.10.19 17:47:25,"43,48",149.42,178.88,133.33,196.29,161.45,173.19,187.94,166.22,150.19,158.81,124.84,203.63,166.22,147.61,157.76,205.33,170.5,161.98,193.77,195.17,189.6,176.98,181.61,196.57,,31,965,34,31.18,
29.10.19 17:47:40,"43,73",148.9,178.34,132.58,195.73,161.45,172.92,187.38,165.16,149.68,158.02,124.09,202.49,164.89,146.58,156.97,205.9,170.23,161.98,193.21,195.17,189.6,176.44,181.34,196.29,,31,965,34,31.18,
29.10.19 17:47:55,"43,98",148.38,178.34,132.83,195.45,160.66,172.12,187.38,165.16,149.16,157.76,123.6,203.06,164.36,146.58,156.19,205.9,169.97,161.45,193.49,195.45,189.32,176.44,181.34,196.85,,31,965,34,31.18,
29.10.19 17:48:11,"44,25",147.87,177.79,132.33,196.01,159.34,171.85,187.38,165.16,149.42,157.5,122.86,202.49,164.36,146.06,156.71,205.33,169.43,161.18,192.94,194.89,190.15,176.44,181.34,196.85,,31,965,34,31.18,
29.10.19 17:48:26,"44,5",147.09,176.98,131.83,194.33,159.34,171.04,186.56,165.16,149.16,156.45,122.61,202.49,164.1,145.55,155.92,204.76,169.43,160.66,192.94,194.61,189.04,175.35,180.52,196.01,,31,965,34,31.18,
29.10.19 17:48:41,"44,75",147.61,176.71,131.57,195.73,159.07,171.04,186.83,164.89,148.64,156.45,122.11,201.93,164.1,145.8,155.66,205.9,169.43,161.18,192.66,195.73,190.15,175.9,180.52,196.85,,31,965,34,31.19,
29.10.19 17:48:56,"45,0",146.06,176.71,130.82,194.89,158.81,170.23,186.28,164.36,147.87,155.66,121.13,202.21,163.57,144.78,155.14,205.33,168.89,160.39,192.38,194.61,189.88,175.62,180.79,196.57,,31,965,34,31.19,
29.10.19 17:49:11,"45,25",145.8,175.9,130.32,194.61,158.02,170.77,186.28,164.36,146.83,155.4,121.13,202.78,163.57,145.29,154.88,205.33,168.63,159.86,192.38,194.89,189.32,175.9,179.97,196.57,,31,965,34,31.19,
29.10.19 17:49:27,"45,52",145.03,175.9,130.32,194.33,158.02,169.97,186.56,163.83,147.35,155.4,120.63,203.06,163.57,144.78,154.88,205.33,168.89,160.39,191.82,195.73,189.88,175.62,180.79,196.85,,31,965,34,31.19,
29.10.19 17:49:42,"45,77",145.29,175.9,129.82,194.61,157.5,169.97,186.83,163.83,147.09,154.88,120.14,202.49,162.77,144.78,154.88,205.62,169.43,160.66,192.66,195.17,189.6,175.35,180.52,196.57,,31,965,34,31.19,
29.10.19 17:49:57,"46,02",144.52,175.62,129.57,194.89,157.23,169.7,186.28,163.3,146.58,154.62,120.14,202.21,163.04,144.26,154.09,205.62,168.89,159.86,192.38,195.17,190.15,175.08,180.25,196.29,,31,965,34,31.22,
29.10.19 17:50:12,"46,27",144.52,175.35,129.07,194.61,155.92,169.16,186.56,163.04,145.55,154.09,119.9,202.78,163.04,144.01,154.36,205.05,168.89,159.86,192.1,195.73,190.15,175.62,180.25,196.85,,31,965,34,31.22,
29.10.19 17:50:28,"46,53",144.26,174.54,128.57,193.49,155.14,167.83,186,162.24,145.55,153.31,118.91,202.49,162.51,143.24,153.57,205.05,167.83,159.6,191.54,195.45,189.6,175.08,179.97,196.29,,31,965,34,31.22,
29.10.19 17:50:43,"46,78",143.49,174.54,128.07,193.21,154.62,167.56,186,162.24,145.29,152.79,118.42,202.21,162.24,142.47,153.57,205.05,168.36,158.55,191.82,194.89,189.04,174.54,178.88,196.57,,31,965,34,31.22,
29.10.19 17:50:58,"47,03",144.01,174,128.07,193.77,154.88,167.83,185.73,161.71,145.03,152.27,117.69,201.93,162.51,142.98,153.05,205.9,167.83,159.34,191.82,195.45,189.32,174.81,179.43,197.13,,31,965,34,31.22,
29.10.19 17:51:13,"47,28",143.49,173.46,127.57,193.77,154.62,167.29,185.45,161.45,145.03,152.53,117.2,202.21,161.98,142.47,153.31,205.33,167.83,158.55,192.1,195.73,190.15,174.27,178.88,197.41,,31,965,34,31.22,
29.10.19 17:51:29,"47,55",142.98,173.73,127.32,193.49,153.57,166.22,184.9,161.18,144.01,151.75,116.46,203.06,161.18,141.96,152.27,205.62,167.02,158.55,192.38,195.45,189.04,174.27,179.16,196.29,,31,965,34,31.22,
29.10.19 17:51:44,"47,8",142.47,173.19,126.58,192.94,152.53,164.89,184.63,160.13,142.98,150.71,115.24,202.21,161.45,141.7,152.79,205.33,166.76,157.76,191.82,195.45,189.04,174.27,178.61,196.29,,31,965,34,31.22,
29.10.19 17:51:59,"48,05",142.47,172.92,126.58,193.49,152.79,164.63,185.45,160.13,142.47,150.45,115.73,202.49,160.92,141.19,152.79,205.62,167.29,158.55,192.1,195.73,190.15,174.54,178.88,197.13,,31,965,34,31.22,
29.10.19 17:52:14,"48,3",141.96,172.12,126.33,192.94,152.53,164.1,184.9,159.86,141.96,150.45,115,202.49,160.66,141.19,151.49,204.76,166.49,158.02,192.38,195.17,190.15,173.46,178.61,196.29,,31,965,34,31.22,
29.10.19 17:52:30,"48,57",141.7,171.85,125.58,193.49,152.01,162.77,184.9,159.86,141.45,149.42,114.02,202.21,160.39,140.17,151.75,205.05,165.69,157.76,192.38,195.17,189.88,174,178.34,196.85,,31,965,34,31.24,
29.10.19 17:52:45,"48,82",141.19,172.12,125.58,192.94,152.27,161.18,185.18,159.6,141.7,149.93,114.02,201.93,160.13,140.17,152.27,205.05,166.22,157.23,192.38,196.01,189.88,174,178.34,196.85,,31,965,34,31.22,
29.10.19 17:53:00,"49,07",141.19,171.58,125.08,193.21,150.71,160.13,184.9,159.07,141.19,149.16,113.78,202.21,160.13,139.66,151.75,205.05,166.49,156.97,192.1,195.45,189.6,173.46,178.34,196.57,,31,965,34,31.22,
29.10.19 17:53:15,"49,32",140.68,171.58,124.59,192.94,150.45,159.34,184.63,158.55,140.68,149.68,112.56,202.21,159.34,139.15,151.49,205.05,165.96,156.71,191.26,195.17,189.04,172.92,177.79,196.57,,31,965,34,31.22,
29.10.19 17:53:30,"49,57",139.66,170.23,124.59,192.38,150.19,159.86,183.53,158.29,139.92,149.16,112.32,201.93,158.55,139.15,152.01,204.76,165.69,155.66,191.26,195.17,189.04,172.92,177.79,196.85,,31,965,34,31.24,
29.10.19 17:53:46,"49,83",139.66,170.23,123.84,192.38,150.45,159.07,184.08,158.55,140.94,148.9,111.84,201.93,158.81,138.39,151.75,205.33,165.43,155.92,191.26,195.17,188.77,173.19,177.52,197.13,,31,965,34,31.22,
29.10.19 17:54:01,"50,08",138.65,169.7,122.86,192.66,148.9,158.55,184.08,158.02,139.92,147.87,110.87,201.36,157.76,137.88,150.97,204.76,164.89,155.66,190.71,194.61,189.04,172.38,176.98,196.29,,31,965,34,31.22,
29.10.19 17:54:16,"50,33",137.88,169.43,122.86,192.1,148.9,158.02,183.53,157.23,139.41,148.12,110.87,201.64,157.5,137.88,150.45,205.05,164.63,155.14,190.71,195.17,188.21,171.85,176.17,196.29,,31,965,34,31.22,
29.10.19 17:54:32,"50,6",136.87,169.16,122.11,191.82,148.9,158.02,183.8,157.5,138.9,147.87,110.38,201.08,157.76,137.88,150.71,204.48,165.16,155.14,190.43,194.89,188.21,172.38,176.44,196.01,,31,965,34,31.22,
29.10.19 17:54:47,"50,85",137.12,169.16,122.36,192.66,148.9,158.29,183.53,157.76,138.65,148.38,109.66,200.79,157.23,137.12,150.97,205.05,164.89,155.14,190.71,195.45,189.04,171.58,176.71,196.29,,31,965,34,31.24,
29.10.19 17:55:02,"51,1",136.62,168.63,121.62,192.1,148.38,158.02,183.26,156.97,138.65,147.61,108.69,201.64,157.23,136.62,150.19,205.05,164.89,154.36,190.71,195.45,188.21,171.58,176.17,196.01,,31,965,34,31.22,
29.10.19 17:55:18,"51,37",136.36,168.09,121.37,192.1,147.61,157.5,182.71,156.45,138.39,147.09,107.73,201.08,156.45,136.36,149.42,204.76,164.63,154.09,190.43,195.45,189.32,170.5,175.9,196.01,,31,965,34,31.24,
29.10.19 17:55:33,"51,62",136.87,168.09,121.62,191.26,147.35,158.29,183.53,156.71,138.14,146.32,107.01,201.64,155.92,136.62,150.19,204.76,164.63,153.83,190.15,195.73,188.21,171.04,175.62,196.57,,31,965,34,31.22,
29.10.19 17:55:48,"51,87",135.86,167.29,121.13,190.71,146.58,156.97,182.43,156.45,138.14,146.32,106.76,200.79,155.66,135.6,148.9,204.76,164.1,153.31,189.88,194.89,188.49,170.5,174.81,196.29,,31,965,34,31.22,
29.10.19 17:56:03,"52,12",135.86,168.09,121.37,190.99,147.09,157.23,182.71,155.92,137.63,146.58,106.28,201.36,155.92,135.6,149.16,204.76,163.83,153.57,190.43,195.45,187.38,170.77,174.81,196.85,,31,965,34,31.22,
29.10.19 17:56:19,"52,38",135.1,167.29,120.63,190.15,146.06,156.71,182.43,156.45,137.88,145.8,105.56,201.36,155.66,135.1,148.9,204.48,163.57,153.05,190.15,195.45,187.94,170.5,175.08,195.73,,31,965,34,31.22,
29.10.19 17:56:34,"52,63",135.1,167.56,120.63,190.43,146.32,157.5,182.16,155.66,138.39,145.55,105.8,200.79,155.14,134.85,149.16,204.48,164.1,152.53,190.43,194.61,188.21,170.77,174.81,196.29,,31,965,34,31.22,
